No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
34095,2013,11,21,14,61.0,-12,12.0,1024.0,NW,3.58,0,0
32577,2013,9,19,8,120.0,17,21.0,1013.0,NE,0.89,0,0
1276,2010,2,23,3,129.0,-8,-5.0,1012.0,cv,1.78,0,0
1348,2010,2,26,3,45.0,-6,0.0,1021.0,SE,73.32,0,0
6723,2010,10,8,2,458.0,11,12.0,1016.0,NE,0.89,0,0
33651,2013,11,3,2,314.0,3,6.0,1022.0,cv,2.23,0,0
2499,2010,4,15,2,84.0,-1,6.0,1023.0,SE,59.01,0,0
37590,2014,4,16,5,59.0,2,13.0,1016.0,SE,0.89,0,0
38251,2014,5,13,18,30.0,-2,29.0,997.0,NW,46.94,0,0
17920,2012,1,17,15,285.0,-7,1.0,1021.0,cv,2.67,0,0
15152,2011,9,24,7,139.0,12,12.0,1015.0,NW,7.15,0,0
38885,2014,6,9,4,,14,16.0,1004.0,NE,1.79,0,0
30481,2013,6,24,0,88.0,18,24.0,1003.0,SE,33.52,0,0
16897,2011,12,6,0,226.0,-1,0.0,1032.0,NW,1.79,3,0
30706,2013,7,3,9,31.0,19,31.0,997.0,NW,4.02,0,0
33133,2013,10,12,12,52.0,3,21.0,1019.0,NE,3.13,0,0
18443,2012,2,8,10,11.0,-22,-3.0,1027.0,NW,7.15,0,0
3042,2010,5,7,17,130.0,-2,28.0,1002.0,NW,66.6,0,0
2525,2010,4,16,4,247.0,1,3.0,1017.0,NW,6.26,0,0
6312,2010,9,20,23,49.0,15,16.0,1014.0,NE,25.93,0,5
39692,2014,7,12,19,17.0,12,31.0,1000.0,SE,18.33,0,0
4266,2010,6,27,17,117.0,16,31.0,1001.0,SE,16.99,0,0
15756,2011,10,19,11,103.0,8,16.0,1023.0,NW,15.65,0,0
19341,2012,3,16,20,346.0,5,7.0,1012.0,SE,16.55,0,0
25815,2012,12,11,14,115.0,-12,-1.0,1032.0,cv,1.78,0,0
34593,2013,12,12,8,10.0,-24,-1.0,1021.0,NW,20.12,0,0
10209,2011,3,2,8,33.0,-12,-3.0,1028.0,NW,1.79,0,0
12415,2011,6,2,6,57.0,13,20.0,1007.0,cv,0.89,0,0
8448,2010,12,18,23,454.0,-11,-5.0,1015.0,cv,2.67,0,0
22065,2012,7,8,8,186.0,23,26.0,1002.0,NE,1.79,0,0
37610,2014,4,17,1,123.0,1,15.0,1010.0,SE,2.68,0,0
17675,2012,1,7,10,68.0,-6,-5.0,1040.0,SE,56.81,11,0
5262,2010,8,8,5,62.0,19,21.0,1005.0,cv,2.23,0,0
28674,2013,4,9,17,11.0,-12,11.0,1020.0,NW,12.07,0,0
7097,2010,10,23,16,271.0,13,15.0,1017.0,cv,3.56,0,0
12001,2011,5,16,0,68.0,2,13.0,1017.0,SE,33.09,0,0
1501,2010,3,4,12,220.0,-4,4.0,1015.0,SE,14.31,0,0
33634,2013,11,2,9,290.0,4,6.0,1024.0,NE,1.79,0,0
39957,2014,7,23,20,46.0,18,29.0,1002.0,SE,8.04,0,0
22004,2012,7,5,19,149.0,21,26.0,1003.0,SE,20.12,0,0
3640,2010,6,1,15,98.0,14,25.0,1013.0,cv,3.13,0,0
32029,2013,8,27,12,65.0,19,25.0,1008.0,SE,86.3,0,0
14574,2011,8,31,5,201.0,22,22.0,1006.0,SE,1.78,0,0
14430,2011,8,25,5,103.0,20,21.0,1013.0,SE,5.37,0,0
15120,2011,9,22,23,125.0,9,12.0,1016.0,NE,0.89,0,0
43696,2014,12,26,15,171.0,-9,2.0,1030.0,cv,3.56,0,0
8569,2010,12,24,0,32.0,-25,-10.0,1040.0,NE,10.28,0,0
34988,2013,12,28,19,30.0,-26,1.0,1025.0,NW,128.73,0,0
7388,2010,11,4,19,53.0,0,11.0,1021.0,SE,19.22,0,0
2109,2010,3,29,20,296.0,6,8.0,1022.0,SE,3.58,0,1
38129,2014,5,8,16,79.0,5,23.0,1012.0,SE,23.68,0,0
15672,2011,10,15,23,20.0,3,18.0,1009.0,NW,159.59,0,0
34334,2013,12,1,13,38.0,-17,10.0,1022.0,NW,4.92,0,0
19806,2012,4,5,5,11.0,-14,7.0,1017.0,NW,46.04,0,0
35586,2014,1,22,17,,-21,4.0,1021.0,cv,0.89,0,0
23922,2012,9,23,17,82.0,16,25.0,1012.0,SE,8.05,0,0
19499,2012,3,23,10,18.0,-6,11.0,1012.0,NW,12.07,0,0
19877,2012,4,8,4,92.0,-11,14.0,1015.0,NW,17.44,0,0
19562,2012,3,26,1,130.0,-5,5.0,1021.0,SE,3.58,0,0
27689,2013,2,27,16,23.0,-18,15.0,1014.0,SE,1.79,0,0
9031,2011,1,12,6,49.0,-22,-13.0,1025.0,NW,8.05,0,0
15625,2011,10,14,0,23.0,5,16.0,1011.0,NW,4.02,0,0
35088,2014,1,1,23,111.0,-12,0.0,1019.0,NW,1.79,0,0
40773,2014,8,26,20,27.0,8,29.0,1012.0,SE,8.94,0,0
30366,2013,6,19,5,86.0,18,21.0,1002.0,cv,0.89,0,0
38921,2014,6,10,16,59.0,17,24.0,1008.0,SE,3.13,0,0
36245,2014,2,19,4,120.0,-11,-5.0,1028.0,cv,0.89,0,0
19377,2012,3,18,8,17.0,-7,-1.0,1027.0,NE,35.77,0,0
7683,2010,11,17,2,275.0,-4,-2.0,1023.0,NW,305.94,0,0
23899,2012,9,22,18,75.0,15,23.0,1010.0,SE,8.5,0,0
15890,2011,10,25,1,8.0,-4,3.0,1032.0,NW,6.71,0,0
8574,2010,12,24,5,19.0,-26,-13.0,1040.0,NW,15.19,0,0
19191,2012,3,10,14,22.0,-22,6.0,1025.0,NW,70.63,0,0
26572,2013,1,12,3,425.0,-12,-11.0,1025.0,SE,0.89,0,0
23481,2012,9,5,8,19.0,13,19.0,1018.0,NW,1.79,0,0
538,2010,1,23,9,41.0,-18,-2.0,1031.0,NW,30.85,0,0
4563,2010,7,10,2,43.0,19,21.0,1006.0,NE,1.79,0,12
33890,2013,11,13,1,90.0,-4,4.0,1025.0,SE,3.58,0,0
38742,2014,6,3,5,35.0,13,17.0,1008.0,NE,0.89,0,0
9729,2011,2,10,8,52.0,-6,-5.0,1028.0,SE,68.4,10,0
26428,2013,1,6,3,34.0,-18,-11.0,1030.0,NW,7.15,0,0
18388,2012,2,6,3,278.0,-12,-6.0,1020.0,NW,2.68,0,0
27981,2013,3,11,20,164.0,-3,9.0,1016.0,SE,37.56,0,0
38844,2014,6,7,11,3.0,9,26.0,1005.0,NW,33.53,0,0
8612,2010,12,25,19,104.0,-21,-9.0,1023.0,cv,0.45,0,0
5336,2010,8,11,7,92.0,22,25.0,1006.0,SE,12.53,0,0
31343,2013,7,29,22,70.0,21,28.0,999.0,SE,12.07,0,0
35324,2014,1,11,19,244.0,-19,2.0,1029.0,SE,14.3,0,0
35480,2014,1,18,7,22.0,-17,-6.0,1034.0,NE,6.71,0,0
27538,2013,2,21,9,171.0,-5,-3.0,1031.0,SE,18.79,0,0
12253,2011,5,26,12,,9,29.0,1011.0,SE,52.3,0,0
32309,2013,9,8,4,94.0,14,17.0,1017.0,cv,4.01,0,0
31136,2013,7,21,7,86.0,21,24.0,1005.0,NE,0.89,0,0
28394,2013,3,29,1,93.0,-3,1.0,1022.0,cv,0.89,0,0
36959,2014,3,20,22,11.0,-11,7.0,1024.0,NE,1.79,0,0
16421,2011,11,16,4,184.0,1,2.0,1026.0,NW,8.05,0,0
8055,2010,12,2,14,14.0,-19,3.0,1021.0,NW,142.6,0,0
2948,2010,5,3,19,138.0,5,23.0,1006.0,NW,4.02,0,0
945,2010,2,9,8,193.0,-4,-3.0,1024.0,cv,2.23,0,0
20488,2012,5,3,15,49.0,3,32.0,1006.0,SE,4.92,0,0
15582,2011,10,12,5,221.0,13,14.0,1019.0,cv,0.89,0,0
17976,2012,1,19,23,522.0,-7,-5.0,1032.0,NW,4.92,0,0
39113,2014,6,18,16,,16,31.0,1000.0,SE,7.15,0,0
30934,2013,7,12,21,115.0,23,27.0,1006.0,SE,27.72,0,0
34867,2013,12,23,18,105.0,-17,1.0,1033.0,SE,4.92,0,0
40327,2014,8,8,6,69.0,18,21.0,1010.0,NE,0.89,0,0
36263,2014,2,19,22,124.0,-8,0.0,1030.0,SE,25.03,0,0
3302,2010,5,18,13,72.0,6,23.0,1000.0,NW,59.9,0,0
21922,2012,7,2,9,19.0,13,31.0,1001.0,cv,0.89,0,0
5428,2010,8,15,3,,9,26.0,1003.0,NW,20.11,0,0
10695,2011,3,22,14,11.0,-19,10.0,1025.0,NW,43.81,0,0
16805,2011,12,2,4,284.0,-3,-2.0,1024.0,SE,1.78,0,0
41345,2014,9,19,16,60.0,15,24.0,1009.0,SE,14.3,0,0
25131,2012,11,13,2,11.0,-15,3.0,1017.0,NW,101.45,0,0
11791,2011,5,7,6,19.0,4,16.0,1007.0,NW,18.33,0,0
38002,2014,5,3,9,122.0,4,17.0,1012.0,cv,4.46,0,0
9734,2011,2,10,13,68.0,-3,-3.0,1027.0,SE,78.69,15,0
3771,2010,6,7,2,,17,21.0,1012.0,SE,48.27,0,0
32132,2013,8,31,19,16.0,10,25.0,1010.0,cv,0.89,0,0
14122,2011,8,12,9,141.0,25,29.0,1004.0,cv,1.78,0,0
10721,2011,3,23,16,22.0,-17,10.0,1020.0,SE,9.83,0,0
41568,2014,9,28,23,75.0,16,16.0,1014.0,cv,2.67,0,0
16684,2011,11,27,3,295.0,-3,-1.0,1021.0,NW,1.79,0,0
36480,2014,2,28,23,172.0,-6,0.0,1025.0,NW,3.58,0,0
31718,2013,8,14,13,58.0,22,32.0,1003.0,SE,7.16,0,0
6352,2010,9,22,15,,-3,22.0,1020.0,SE,4.92,0,0
19794,2012,4,4,17,10.0,-16,19.0,1010.0,NW,104.6,0,0
25138,2012,11,13,9,14.0,-16,2.0,1020.0,NW,165.82,0,0
40679,2014,8,22,22,123.0,21,24.0,1007.0,cv,0.45,0,0
12944,2011,6,24,7,9.0,17,18.0,1008.0,NW,21.9,0,7
4870,2010,7,22,21,176.0,25,29.0,1008.0,SE,24.15,0,0
40056,2014,7,27,23,84.0,19,28.0,1005.0,SE,46.95,0,0
6959,2010,10,17,22,80.0,2,8.0,1029.0,SE,0.89,0,0
22269,2012,7,16,20,50.0,18,29.0,1007.0,SE,21.9,0,0
40369,2014,8,10,0,17.0,19,21.0,1004.0,NE,1.79,0,0
39776,2014,7,16,7,121.0,21,25.0,1004.0,NE,1.79,0,0
38836,2014,6,7,3,19.0,12,15.0,1005.0,NW,1.79,0,0
23118,2012,8,21,5,,11,18.0,1012.0,NW,25.49,0,0
21726,2012,6,24,5,215.0,21,23.0,1001.0,SE,9.84,0,0
35492,2014,1,18,19,111.0,-16,1.0,1032.0,cv,0.89,0,0
30164,2013,6,10,19,35.0,13,23.0,1010.0,SE,12.07,0,0
16255,2011,11,9,6,22.0,-1,3.0,1027.0,NW,21.9,0,0
25524,2012,11,29,11,40.0,-14,3.0,1025.0,NW,3.58,0,0
41888,2014,10,12,7,7.0,-4,16.0,1031.0,NW,16.1,0,0
14243,2011,8,17,10,69.0,23,28.0,1007.0,SE,1.79,0,0
8506,2010,12,21,9,206.0,-9,-3.0,1013.0,cv,0.89,0,0
16613,2011,11,24,4,118.0,-10,-6.0,1029.0,NW,0.89,0,0
40610,2014,8,20,1,71.0,19,25.0,1010.0,SE,42.46,0,0
16055,2011,10,31,22,248.0,12,13.0,1023.0,cv,3.57,0,0
30577,2013,6,28,0,184.0,23,27.0,1000.0,SE,3.13,0,0
3254,2010,5,16,13,136.0,12,22.0,1014.0,SE,65.71,0,0
23626,2012,9,11,9,138.0,18,22.0,1011.0,SE,3.13,0,0
25663,2012,12,5,6,8.0,-17,-4.0,1023.0,NW,24.14,0,0
708,2010,1,30,11,33.0,-21,5.0,1020.0,NW,12.96,0,0
19730,2012,4,2,1,41.0,-9,6.0,1014.0,cv,1.78,0,0
37178,2014,3,30,1,58.0,3,11.0,1015.0,cv,1.78,0,0
35623,2014,1,24,6,234.0,-12,-3.0,1014.0,NW,21.91,0,0
19333,2012,3,16,12,328.0,4,8.0,1012.0,SE,3.13,0,0
787,2010,2,2,18,70.0,-20,-4.0,1028.0,NW,3.13,0,0
39012,2014,6,14,11,23.0,17,28.0,1007.0,cv,1.79,0,0
11591,2011,4,28,22,,8,18.0,1003.0,SE,23.7,0,0
5871,2010,9,2,14,46.0,19,29.0,1014.0,cv,2.68,0,0
1905,2010,3,21,8,48.0,-5,4.0,1017.0,SE,1.79,0,0
4378,2010,7,2,9,29.0,19,27.0,1001.0,NE,3.13,0,0
23494,2012,9,5,21,41.0,14,19.0,1018.0,SE,40.23,0,0
15933,2011,10,26,20,,6,8.0,1024.0,cv,0.45,0,0
31285,2013,7,27,12,94.0,22,24.0,1000.0,NW,3.58,0,6
31672,2013,8,12,15,47.0,21,30.0,1004.0,SE,49.63,0,0
4351,2010,7,1,6,204.0,22,24.0,1000.0,SE,15.21,0,0
40221,2014,8,3,20,54.0,24,27.0,1001.0,SE,1.79,0,0
38792,2014,6,5,7,108.0,17,22.0,1006.0,SE,1.79,0,0
41072,2014,9,8,7,3.0,8,20.0,1012.0,NW,9.39,0,0
14325,2011,8,20,20,44.0,20,25.0,1011.0,SE,27.27,0,0
26521,2013,1,10,0,305.0,-15,-12.0,1029.0,NE,0.89,0,0
25713,2012,12,7,8,36.0,-17,-8.0,1025.0,NW,34.42,0,0
16566,2011,11,22,5,315.0,-2,0.0,1022.0,NW,0.89,0,0
396,2010,1,17,11,230.0,-11,-5.0,1030.0,cv,1.34,0,0
3663,2010,6,2,14,,15,23.0,1016.0,NW,3.13,0,0
28407,2013,3,29,14,121.0,-8,9.0,1020.0,SE,16.98,0,0
32387,2013,9,11,10,92.0,14,23.0,1016.0,cv,0.89,0,0
19093,2012,3,6,12,13.0,-15,7.0,1018.0,NW,123.84,0,0
8478,2010,12,20,5,221.0,-12,-6.0,1018.0,cv,2.67,0,0
7306,2010,11,1,9,,-3,12.0,1030.0,NW,7.15,0,0
14320,2011,8,20,15,97.0,21,31.0,1010.0,SE,9.84,0,0
31674,2013,8,12,17,49.0,22,30.0,1003.0,SE,55.89,0,0
26037,2012,12,20,20,218.0,-5,-4.0,1029.0,cv,0.89,2,0
23043,2012,8,18,2,202.0,23,24.0,1007.0,SE,62.58,0,3
12193,2011,5,24,0,53.0,8,20.0,1013.0,SE,67.04,0,0
19033,2012,3,4,0,108.0,-6,-1.0,1027.0,SE,58.11,0,0
3668,2010,6,2,19,119.0,13,23.0,1016.0,SE,9.84,0,0
5845,2010,9,1,12,52.0,19,25.0,1014.0,NW,17.44,0,0
36252,2014,2,19,11,58.0,-15,3.0,1030.0,NW,9.84,0,0
940,2010,2,9,3,253.0,-5,-3.0,1022.0,NW,0.89,0,0
5003,2010,7,28,10,180.0,25,30.0,1001.0,SE,83.62,0,0
2318,2010,4,7,13,118.0,-5,19.0,1019.0,SE,15.2,0,0
24009,2012,9,27,8,62.0,15,15.0,1017.0,SE,4.92,0,0
25739,2012,12,8,10,16.0,-28,-7.0,1029.0,NW,156.0,0,0
23403,2012,9,2,2,124.0,23,23.0,1006.0,cv,0.89,0,5
32431,2013,9,13,6,53.0,16,19.0,1007.0,SE,10.29,0,0
14298,2011,8,19,17,42.0,18,30.0,1011.0,SE,24.13,0,0
23140,2012,8,22,3,10.0,13,15.0,1016.0,NW,1.79,0,0
18450,2012,2,8,17,17.0,-23,2.0,1023.0,NW,63.91,0,0
18732,2012,2,20,11,110.0,-19,3.0,1022.0,cv,4.47,0,0
43097,2014,12,1,16,9.0,-24,-1.0,1032.0,NW,351.38,0,0
6545,2010,9,30,16,,11,24.0,1016.0,SE,8.05,0,0
31777,2013,8,17,0,155.0,25,28.0,998.0,cv,3.56,0,0
37525,2014,4,13,12,175.0,3,21.0,1018.0,SE,5.81,0,0
2773,2010,4,26,12,18.0,-7,12.0,1011.0,SE,3.13,0,0
12770,2011,6,17,1,134.0,17,21.0,1008.0,SE,9.39,0,0
11672,2011,5,2,7,24.0,-1,16.0,1012.0,NW,4.92,0,0
22077,2012,7,8,20,122.0,24,27.0,1002.0,SE,19.67,0,0
16528,2011,11,20,15,55.0,-9,6.0,1029.0,SE,8.05,0,0
15516,2011,10,9,11,404.0,15,20.0,1019.0,NW,6.71,0,0
28940,2013,4,20,19,67.0,-3,13.0,1018.0,SE,27.27,0,0
37752,2014,4,22,23,64.0,7,19.0,1011.0,SE,48.29,0,0
3379,2010,5,21,18,82.0,10,27.0,1006.0,SE,25.93,0,0
23046,2012,8,18,5,153.0,22,23.0,1007.0,SE,67.95,0,0
7516,2010,11,10,3,129.0,-4,-1.0,1019.0,NW,6.25,0,0
27667,2013,2,26,18,206.0,-5,6.0,1018.0,SE,16.09,0,0
39682,2014,7,12,9,10.0,12,28.0,1004.0,NE,29.04,0,0
23066,2012,8,19,1,,21,21.0,1006.0,NW,4.92,0,0
9242,2011,1,21,1,120.0,-21,-9.0,1029.0,NW,3.58,0,0
38331,2014,5,17,2,80.0,5,18.0,1013.0,SE,1.79,0,0
21290,2012,6,6,1,237.0,16,23.0,1003.0,SE,36.21,0,0
19799,2012,4,4,22,11.0,-15,12.0,1015.0,NW,3.13,0,0
23199,2012,8,24,14,62.0,10,30.0,1013.0,SE,12.06,0,0
12416,2011,6,2,7,81.0,13,21.0,1007.0,cv,1.78,0,0
8334,2010,12,14,5,17.0,-23,-11.0,1033.0,NW,13.86,0,0
43608,2014,12,22,23,123.0,-11,-4.0,1023.0,cv,2.67,0,0
38374,2014,5,18,21,115.0,13,27.0,1006.0,SE,44.7,0,0
39129,2014,6,19,8,137.0,19,24.0,1005.0,SE,3.13,0,0
41818,2014,10,9,9,342.0,14,15.0,1021.0,NE,0.89,0,0
19296,2012,3,14,23,55.0,-9,2.0,1028.0,SE,42.9,0,0
17151,2011,12,16,14,20.0,-23,-1.0,1037.0,NW,266.89,0,0
39448,2014,7,2,15,72.0,21,26.0,1002.0,cv,2.67,0,0
36102,2014,2,13,5,160.0,-11,-3.0,1037.0,SE,42.47,0,0
4973,2010,7,27,4,208.0,24,27.0,1006.0,SE,12.52,0,0
8509,2010,12,21,12,441.0,-5,4.0,1012.0,SE,1.79,0,0
23512,2012,9,6,15,98.0,15,23.0,1015.0,SE,8.05,0,0
8383,2010,12,16,6,40.0,-22,-7.0,1022.0,SE,1.79,0,0
13811,2011,7,30,10,38.0,22,27.0,1002.0,NW,12.96,0,0
11065,2011,4,7,0,,4,11.0,1015.0,SE,61.25,0,0
30273,2013,6,15,8,93.0,14,22.0,1009.0,SE,6.26,0,0
5747,2010,8,28,10,37.0,17,27.0,1012.0,NW,25.92,0,0
43134,2014,12,3,5,13.0,-24,-4.0,1026.0,NW,8.04,0,0
19542,2012,3,25,5,13.0,-12,3.0,1025.0,cv,0.89,0,0
762,2010,2,1,17,63.0,-10,-1.0,1025.0,SE,21.46,0,0
7809,2010,11,22,8,69.0,-8,-2.0,1022.0,NW,3.58,0,0
8925,2011,1,7,20,79.0,-16,-2.0,1025.0,SE,18.33,0,0
43625,2014,12,23,16,57.0,-16,8.0,1019.0,NW,31.75,0,0
14618,2011,9,2,1,32.0,17,18.0,1010.0,SE,39.76,0,0
13992,2011,8,6,23,,22,24.0,1008.0,SE,60.34,0,0
34455,2013,12,6,14,81.0,-12,10.0,1017.0,cv,0.89,0,0
32973,2013,10,5,20,342.0,13,16.0,1022.0,NE,0.89,0,0
22135,2012,7,11,6,61.0,21,21.0,995.0,cv,0.89,0,0
5304,2010,8,9,23,295.0,23,27.0,1006.0,SE,1.79,0,0
21400,2012,6,10,15,10.0,0,29.0,1000.0,NW,8.05,0,0
26143,2012,12,25,6,,-25,-12.0,1037.0,NE,4.02,0,0
36484,2014,3,1,3,210.0,-6,-2.0,1024.0,NE,1.79,0,0
42942,2014,11,25,5,121.0,-4,0.0,1023.0,cv,2.67,0,0
41649,2014,10,2,8,79.0,11,12.0,1013.0,NW,21.92,0,0
16457,2011,11,17,16,153.0,8,9.0,1017.0,NW,6.71,0,0
2101,2010,3,29,12,220.0,-4,12.0,1024.0,SE,14.31,0,0
38355,2014,5,18,2,64.0,7,17.0,1011.0,SE,57.66,0,0
32163,2013,9,2,2,89.0,13,19.0,1015.0,cv,0.89,0,0
19163,2012,3,9,10,127.0,-6,0.0,1030.0,SE,4.47,0,0
39332,2014,6,27,19,11.0,11,31.0,1005.0,SE,11.18,0,0
22564,2012,7,29,3,,21,22.0,998.0,NW,1.79,0,0
17802,2012,1,12,17,160.0,-14,0.0,1023.0,cv,0.45,0,0
37238,2014,4,1,13,124.0,0,23.0,1011.0,SE,3.13,0,0
11532,2011,4,26,11,51.0,1,20.0,1002.0,NW,8.94,0,0
39167,2014,6,20,22,89.0,18,22.0,1008.0,SE,16.55,0,0
40090,2014,7,29,9,151.0,22,30.0,1004.0,SE,89.85,0,0
26775,2013,1,20,14,128.0,-3,-1.0,1029.0,cv,0.89,0,0
3559,2010,5,29,6,230.0,15,17.0,1007.0,cv,1.78,0,0
34218,2013,11,26,17,10.0,-27,5.0,1018.0,NW,46.48,0,0
5343,2010,8,11,14,117.0,22,26.0,1005.0,SE,35.77,0,0
21761,2012,6,25,16,135.0,20,26.0,1006.0,SE,22.35,0,0
31563,2013,8,8,2,20.0,19,23.0,1000.0,NE,1.79,0,0
8700,2010,12,29,11,56.0,-14,-2.0,1019.0,NW,9.83,0,0
12154,2011,5,22,9,67.0,6,21.0,1013.0,cv,1.78,0,0
29781,2013,5,25,20,76.0,13,25.0,1008.0,SE,28.16,0,0
42350,2014,10,31,13,143.0,10,15.0,1020.0,SE,3.58,0,1
24480,2012,10,16,23,6.0,-6,7.0,1024.0,NW,113.57,0,0
22370,2012,7,21,1,239.0,25,27.0,1004.0,SE,38.91,0,0
13428,2011,7,14,11,131.0,23,28.0,1007.0,cv,0.89,0,0
9217,2011,1,20,0,17.0,-22,-8.0,1033.0,NW,1.79,0,0
11268,2011,4,15,11,,-8,22.0,1013.0,NW,7.15,0,0
11864,2011,5,10,7,32.0,7,16.0,1010.0,NW,8.05,0,0
14341,2011,8,21,12,91.0,22,30.0,1010.0,cv,1.79,0,0
2288,2010,4,6,7,24.0,-13,7.0,1027.0,NW,29.95,0,0
35602,2014,1,23,9,221.0,-13,-5.0,1018.0,cv,0.89,0,0
28881,2013,4,18,8,9.0,-16,9.0,1026.0,NE,16.98,0,0
11332,2011,4,18,3,9.0,-14,10.0,1017.0,NW,200.23,0,0
39187,2014,6,21,18,66.0,15,27.0,1007.0,SE,16.1,0,0
13410,2011,7,13,17,87.0,22,32.0,1004.0,SE,11.18,0,0
1724,2010,3,13,19,75.0,-10,5.0,1024.0,SE,47.81,0,0
31228,2013,7,25,3,30.0,18,23.0,1000.0,NW,7.15,0,0
31140,2013,7,21,11,90.0,22,30.0,1005.0,SE,1.79,0,0
33194,2013,10,15,1,25.0,-6,4.0,1033.0,NW,9.84,0,0
10329,2011,3,7,8,21.0,-14,4.0,1027.0,NW,16.09,0,0
23102,2012,8,20,13,,24,30.0,1005.0,cv,0.89,0,0
2491,2010,4,14,18,96.0,-6,12.0,1022.0,SE,9.84,0,0
3959,2010,6,14,22,137.0,21,25.0,1003.0,SE,29.95,0,0
25961,2012,12,17,16,22.0,-14,-2.0,1035.0,NW,99.69,0,0
25724,2012,12,7,19,16.0,-21,-2.0,1024.0,NW,33.52,0,0
26061,2012,12,21,20,19.0,-16,-4.0,1033.0,NW,46.49,0,0
3419,2010,5,23,10,139.0,12,26.0,1002.0,NW,11.18,0,0
32523,2013,9,17,2,117.0,16,20.0,1012.0,cv,1.34,0,0
28348,2013,3,27,3,135.0,3,5.0,1008.0,SE,20.57,0,0
27171,2013,2,6,2,214.0,-12,-11.0,1024.0,NW,1.79,0,0
32582,2013,9,19,13,108.0,17,24.0,1012.0,SE,1.79,0,0
6208,2010,9,16,15,157.0,20,25.0,1010.0,SE,85.85,0,0
38455,2014,5,22,6,242.0,17,20.0,1006.0,SE,0.89,0,0
25577,2012,12,1,16,76.0,-10,-2.0,1027.0,SE,23.7,0,0
27567,2013,2,22,14,10.0,-24,7.0,1030.0,NW,12.96,0,0
11905,2011,5,12,0,51.0,-12,19.0,1010.0,NW,115.32,0,0
29907,2013,5,31,2,44.0,9,23.0,1003.0,SE,98.8,0,0
3569,2010,5,29,16,19.0,8,31.0,1002.0,NW,22.8,0,0
41918,2014,10,13,13,9.0,-10,16.0,1026.0,NW,22.79,0,0
14178,2011,8,14,17,120.0,26,27.0,1001.0,cv,1.78,0,1
3265,2010,5,17,0,51.0,13,15.0,1013.0,SE,101.93,0,0
13835,2011,7,31,10,51.0,23,29.0,1004.0,NW,17.43,0,0
13793,2011,7,29,16,66.0,23,25.0,1005.0,NW,3.13,0,8
40280,2014,8,6,7,68.0,19,24.0,1008.0,NW,12.96,0,0
18723,2012,2,20,2,113.0,-19,-9.0,1021.0,NE,2.68,0,0
2041,2010,3,27,0,106.0,-8,3.0,1020.0,NW,10.28,0,0
12489,2011,6,5,8,133.0,13,24.0,1009.0,cv,0.89,0,0
22068,2012,7,8,11,152.0,24,28.0,1003.0,NW,6.71,0,0
4946,2010,7,26,1,159.0,23,28.0,1009.0,SE,42.92,0,0
37447,2014,4,10,6,106.0,1,14.0,1022.0,SE,6.7,0,0
26640,2013,1,14,23,68.0,-6,-4.0,1029.0,SE,34.86,0,0
8841,2011,1,4,8,59.0,-16,-11.0,1028.0,NW,1.79,0,0
11508,2011,4,25,11,162.0,4,15.0,1003.0,SE,6.71,0,0
39252,2014,6,24,11,50.0,18,30.0,1005.0,cv,3.57,0,0
19451,2012,3,21,10,262.0,1,6.0,1021.0,cv,0.89,0,0
43430,2014,12,15,13,9.0,-19,4.0,1027.0,NW,69.73,0,0
20372,2012,4,28,19,113.0,-1,16.0,1011.0,SE,28.16,0,0
31902,2013,8,22,5,,19,21.0,1008.0,cv,0.45,0,0
12905,2011,6,22,16,442.0,21,27.0,998.0,SE,7.16,0,0
7567,2010,11,12,6,37.0,-5,-2.0,1016.0,NW,142.56,0,0
37733,2014,4,22,4,66.0,3,8.0,1016.0,NW,3.57,0,0
30795,2013,7,7,2,47.0,21,23.0,1002.0,NW,8.94,0,0
26154,2012,12,25,17,,-22,-8.0,1038.0,NE,2.68,0,0
9878,2011,2,16,13,292.0,-8,1.0,1021.0,cv,1.79,0,0
8948,2011,1,8,19,,-20,-2.0,1032.0,NW,121.13,0,0
32534,2013,9,17,13,97.0,17,20.0,1014.0,NE,3.13,0,4
24532,2012,10,19,3,87.0,4,5.0,1018.0,NW,2.68,0,0
35294,2014,1,10,13,66.0,-27,3.0,1030.0,NW,1.79,0,0
2027,2010,3,26,10,37.0,-17,8.0,1021.0,SE,3.13,0,0
22378,2012,7,21,9,256.0,25,28.0,1004.0,SE,57.25,0,0
19038,2012,3,4,5,170.0,-7,-3.0,1024.0,SE,0.89,0,0
1046,2010,2,13,13,49.0,-20,1.0,1028.0,SE,1.79,0,0
14121,2011,8,12,8,128.0,24,27.0,1004.0,cv,0.89,0,0
15288,2011,9,29,23,27.0,1,13.0,1023.0,NW,1.79,0,0
31987,2013,8,25,18,42.0,12,32.0,1003.0,SE,25.03,0,0
30813,2013,7,7,20,142.0,25,30.0,999.0,SE,32.17,0,0
4548,2010,7,9,11,90.0,17,29.0,1007.0,SE,11.18,0,0
27418,2013,2,16,9,97.0,-10,-3.0,1024.0,cv,1.78,0,0
22049,2012,7,7,16,90.0,25,31.0,1000.0,SE,24.14,0,0
573,2010,1,24,20,,-20,-2.0,1028.0,NW,89.84,0,0
21968,2012,7,4,7,114.0,18,26.0,1001.0,SE,1.79,0,0
29184,2013,4,30,23,38.0,-4,15.0,1016.0,SE,6.71,0,0
